timestamp_run,strategy_name,pairs,initial_balance,max_active_deals,trading_fee,base_order_size,start_date,end_date,max_drawdown,max_realized_drawdown,total_realized_loss,entry_conditions,safety_order_toggle,safety_order_size,price_deviation,max_safety_orders_count,safety_order_volume_scale,safety_order_step_scale,safety_conditions,price_change_active,conditions_active,take_profit_type,target_profit,trailing_toggle,trailing_deviation,exit_conditions,minprof_toggle,minimal_profit,reinvest_profit,stop_loss_toggle,stop_loss_value,stop_loss_timeout,stop_loss_trailing,risk_reduction,min_daily_volume,cooldown_between_deals,close_deal_after_timeout,net_profit,total_profit,net_profit_usd,total_profit_usd,average_daily_profit,max_deal_duration,avg_deal_duration,yearly_return,profit_factor,gross_loss,gross_profit,sharpe_ratio,sortino_ratio,total_trades,win_rate,avg_profit_per_trade,risk_reward_ratio,exposure_time_frac,var_95
2025-12-05 21:49:08,RSI_MA_BB_Short_Strategy,"[""ADA/USDT"", ""AVAX/USDT"", ""BTC/USDT"", ""DOGE/USDT"", ""DOT/USDT"", ""ETH/USDT"", ""HBAR/USDT"", ""LINK/USDT"", ""LTC/USDT"", ""NEAR/USDT"", ""SOL/USDT"", ""SUI/USDT"", ""TRX/USDT"", ""XRP/USDT""]",10000,5,0.1,1000,2024-01-01,2025-01-01,0.2334,0.1721,3005.9399999999996,"[{""indicator"": ""RSI"", ""subfields"": {""Timeframe"": ""15m"", ""RSI Length"": 28, ""Signal Value"": 30, ""Condition"": ""Less Than""}}, {""indicator"": ""MA"", ""subfields"": {""Timeframe"": ""1h"", ""MA Type"": ""SMA"", ""Fast MA"": 50, ""Slow MA"": 200, ""Condition"": ""Less Than""}}]",False,0.0,0.0,0,0.0,0.0,[],False,True,percentage-total,0,False,0.0,"[{""indicator"": ""BollingerBands"", ""subfields"": {""Timeframe"": ""4h"", ""BB% Period"": 20, ""Deviation"": 1, ""Condition"": ""Greater Than"", ""Signal Value"": 0.9}}]",False,0,100,False,0.0,0.0,False,100,0.0,0,0,-0.12516399999999994,-0.11461700000000001,$-1251.64,$-1146.17,-0.00034,"13 days, 5 hours, 0 minutes","4 days, 8 hours, 48 minutes",-0.13,0.6187049641709419,3005.9399999999996,1859.7900000000009,-0.57,-0.46,115,0.51,-9.97,0.59,0.48,0.02
